Time:User:UserPos:UserRHPos:UserLHPos:UserPosToque:UserMaoDeToque:UserTouchType:UserAction:HoverUnityName:HoverObjectType:NQuadToSelect:NCircToSelect:LastCollidingObj:HandCubePos
0.9969:User 1:(0.5, 0.8, 0.6):(0.9, 0.8, 0.7):(0.8, 0.9, 0.7):PosTouchU1:right:::null::5:6:null:(0.0, 0.8, 0.9)
9248.9822:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.3):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9265.9373:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.3):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9265.9373:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.3):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9282.957:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9282.957:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9299.8468:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9299.8468:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9316.8688:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9316.8688:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9332.7587:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9332.7587:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9350.71:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9350.71:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9367.6647:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9367.6647:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9384.6198:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9384.6198:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9401.6889:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9401.6889:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9418.7191:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9418.7191:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9434.676:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9434.676:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9451.7404:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9451.7404:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9468.6857:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9468.6857:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9485.6417:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9485.6417:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9502.6201:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.9, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9502.6201:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9519.5499:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.8, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9519.5499:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9535.5286:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.8, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9535.5286:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9552.5283:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.8, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9552.5283:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9570.5116:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.7):(0.3, 0.8, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9570.5116:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9587.5729:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9587.5729:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9603.6253:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9603.6253:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9620.5795:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:drag:exit:Cube3 (UnityEngine.GameObject):square:5:6:Cube3 (UnityEngine.GameObject):(0.3, 0.8, 0.2)
9620.5795:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::5:6:null:(0.2, 0.9, -0.4)
9636.7129:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9636.7129:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9653.9427:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9653.9427:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9669.9686:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9669.9686:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9686.9206:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9686.9206:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9704.0014:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9704.0014:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9720.8748:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9720.8748:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9737.896:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9737.896:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9754.8632:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9754.8632:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9770.9469:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9770.9469:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9787.8877:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9787.8877:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9804.8963:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9804.8963:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9821.7836:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.8, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9821.7836:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.8, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9838.7411:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9838.7411:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9855.757:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9855.757:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9872.7305:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9872.7305:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9889.8466:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9889.8466:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9907.7376:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9907.7376:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9922.7565:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9922.7565:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9939.7733:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9939.7733:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9956.9877:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9956.9877:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9973.9162:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9973.9162:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
9989.9722:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
9989.9722:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10006.9553:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10006.9553:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10023.9491:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10023.9491:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10040.8647:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10040.8647:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10057.8005:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10057.8005:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10074.8427:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10074.8427:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10091.9076:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10091.9076:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10108.9281:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10108.9281:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10124.8218:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10124.8218:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10141.9044:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10141.9044:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10158.9283:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10158.9283:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10175.9901:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10175.9901:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10192.8873:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10192.8873:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10209.9068:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10209.9068:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10225.8242:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10225.8242:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10242.7533:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10242.7533:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10259.7091:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10259.7091:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10277.7238:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10277.7238:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10293.7179:User 1:(0.5, 0.8, 0.6):(0.8, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10293.7179:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10310.6717:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10310.6717:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10327.6864:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10327.6864:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10343.9007:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10343.9007:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10360.8956:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.3, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10360.8956:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.3, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10377.9857:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.4, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10377.9857:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10394.9464:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.4, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10394.9464:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10410.9881:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.4, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10410.9881:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
10427.9954:User 1:(0.5, 0.8, 0.6):(0.9, 0.9, 0.8):(0.4, 0.9, 0.4):PosTouchU1:right:double-tap:selected::square:4:6::(0.3, 0.8, 0.2)
10427.9954:User 2:(2.0, 0.0, -1.2):(0.1, 0.0, 1.1):(0.4, 0.9, 0.4):PosTouchU2:right:::null::4:6:null:(0.2, 0.9, -0.4)
