Time:User:UserPos:UserRHPos:UserLHPos:UserPosToque:UserMaoDeToque:UserTouchType:UserAction:HoverUnityName:HoverObjectType:NQuadToSelect:NCircToSelect:LastCollidingObj:HandCubePos
1.9922:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:6:null:(0.0, 0.8, 0.9)
5660.6807:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5660.6807:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5677.7246:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5677.7246:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5694.0004:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5694.0004:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5710.8915:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5710.8915:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5728.019:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5728.019:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5745.0097:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5745.0097:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5761.9639:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5761.9639:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5778.9827:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5778.9827:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5795.8734:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5795.8734:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5811.9353:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5811.9353:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5828.8252:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5828.8252:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5845.8459:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5845.8459:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5862.7406:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5862.7406:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5879.7547:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5879.7547:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5896.7464:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5896.7464:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5913.8016:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5913.8016:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5929.7957:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5929.7957:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag:exit:::5:4:Cube1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5947.7716:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5947.7716:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5963.9986:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5963.9986:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5980.8877:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5980.8877:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
5998.0019:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
5998.0019:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
6014.0641:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6014.0641:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
6031.1218:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6031.1218:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.4):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.4)
6048.1903:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6048.1903:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6065.1171:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6065.1171:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6082.0712:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6082.0712:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6099.0256:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6099.0256:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6116.0505:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6116.0505:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6132.9368:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6132.9368:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6149.0709:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6149.0709:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6166.003:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6166.003:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6183.0261:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6183.0261:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6200.0064:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6200.0064:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6216.9616:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6216.9616:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6233.0161:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6233.0161:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6250.0126:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6250.0126:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6266.9678:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6266.9678:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6283.9577:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6283.9577:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6300.8782:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6300.8782:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6317.8321:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6317.8321:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6334.8923:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6334.8923:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.1, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.1, 0.8, 0.3)
6350.9397:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6350.9397:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6367.9986:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6367.9986:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6384.9581:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6384.9581:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6401.8826:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6401.8826:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6418.8682:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6418.8682:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6435.9913:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6435.9913:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6452.2039:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6452.2039:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6469.1588:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6469.1588:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6486.1134:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6486.1134:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6503.0695:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6503.0695:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6520.0266:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6520.0266:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6536.9853:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6536.9853:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6553.9351:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6553.9351:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6570.9559:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6570.9559:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6586.9161:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6586.9161:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6603.9079:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6603.9079:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6620.9526:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6620.9526:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6637.9795:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
6637.9795:User 2:(0.5, 0.8, 0.5):(0.7, 1.0, 0.7):(0.3, 0.0, -1.1):(-0.2, 0.8, 0.3):right:drag::Cylinder1 (UnityEngine.GameObject):circle:5:4:Cylinder1 (UnityEngine.GameObject):(-0.2, 0.8, 0.3)
6655.0011:User 1:(2.0, 0.0, -1.2):(0.1, 0.0, -1.1):(0.3, 0.0, -1.1):(0.0, 0.0, 0.0):right:::null::5:4:null:(0.0, 0.8, 0.9)
